trimesh\util.py:2064: DeprecationWarning: Using or importing the ABCs from 'collections' instead of from 'collections.abc' is deprecated since Python 3.3, and in 3.9 it will stop working
2021-06-06 14:06:24,009 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:24,011 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:24,012 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:24,479 - DEBUG - [MainThread] UM.Operations.OperationStack.push [72]: <UM.Operations.AddSceneNodeOperation.AddSceneNodeOperation object at 0x000001371B5D7490>, took 2ms
2021-06-06 14:06:24,534 - DEBUG - [MainThread] UM.Operations.OperationStack.push [72]: GroupedOp.(#=0), took 0ms
2021-06-06 14:06:24,544 - DEBUG - [MainThread] cura.Machines.Models.QualityProfilesDropDownMenuModel._update [62]: Updating QualityProfilesDropDownMenuModel.
2021-06-06 14:06:24,547 - DEBUG - [MainThread] cura.Machines.Models.CustomQualityProfilesDropDownMenuModel._update [33]: Updating CustomQualityProfilesDropDownMenuModel.
2021-06-06 14:06:24,571 - DEBUG - [MainThread] UM.Mesh.MeshData.calculateNormalsFromIndexedVertices [581]: Calculating normals took 0.002000093460083008 seconds
2021-06-06 14:06:24,584 - WARNING - [MainThread] UM.Qt.QtApplication.__onQmlWarning [411]: file:///C:/Program Files/Ultimaker Cura 4.9.1/qml/UM/MessageStack.qml:75: TypeError: Cannot read property 'horizontalCenter' of null
2021-06-06 14:06:24,586 - WARNING - [MainThread] UM.Qt.QtApplication.__onQmlWarning [411]: file:///C:/Program Files/Ultimaker Cura 4.9.1/qml/UM/MessageStack.qml:75: TypeError: Cannot read property 'horizontalCenter' of null
2021-06-06 14:06:24,611 - DEBUG - [MainThread] UM.Controller.setActiveStage [180]: Setting active stage to PreviewStage
2021-06-06 14:06:24,614 - WARNING - [MainThread] UM.Qt.QtApplication.__onQmlWarning [411]: file:///C:/Program Files/Ultimaker Cura 4.9.1/resources/qml/PrintSetupSelector/Custom/QualitiesWithIntentMenu.qml:168:25: QML Binding: Not restoring previous value because restoreMode has not been set.
This behavior is deprecated.
You have to import QtQml 2.15 after any QtQuick imports and set
the restoreMode of the binding to fix this warning.
In Qt < 6.0 the default is Binding.RestoreBinding.
In Qt >= 6.0 the default is Binding.RestoreBindingOrValue.

2021-06-06 14:06:24,665 - DEBUG - [MainThread] UM.Controller.setActiveView [108]: Setting active view to SimulationView
2021-06-06 14:06:24,668 - INFO - [MainThread] STLReader.STLReader.load_file [53]: Using NumPy-STL to load STL data.
2021-06-06 14:06:24,707 - DEBUG - [MainThread] UM.Mesh.MeshData.calculateNormalsFromVertices [556]: Calculating normals took 0.0009987354278564453 seconds
2021-06-06 14:06:24,707 - DEBUG - [MainThread] STLReader.STLReader._read [105]: Loaded a mesh with 12612 vertices
2021-06-06 14:06:24,711 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\plugins\SimulationView\simulationview_composite.shader]...
2021-06-06 14:06:24,929 - DEBUG - [MainThread] UM.Controller.setActiveView [108]: Setting active view to SimulationView
2021-06-06 14:06:24,954 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\color.shader]...
2021-06-06 14:06:24,969 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\plugins\SimulationView\layers3d.shader]...
2021-06-06 14:06:24,986 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\plugins\SimulationView\layers3d_shadow.shader]...
2021-06-06 14:06:25,002 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\toolhandle.shader]...
2021-06-06 14:06:25,016 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\color.shader]...
2021-06-06 14:06:25,019 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\striped.shader]...
C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\View\GL\OpenGL.py:275: DeprecationWarning: tostring() is deprecated. Use tobytes() instead.
2021-06-06 14:06:25,195 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:25,197 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:25,199 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:25,200 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:25,202 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:25,285 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:25,286 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:25,288 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:25,290 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:25,291 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:25,307 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:25,308 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:25,310 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:25,312 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:25,313 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:25,320 - DEBUG - [MainThread] UM.Logger.logException [112]: Exception: An exception occurred in inherit function =15 if support_enable else 0 if support_tree_enable else 15: name 'support_tree_enable' is not defined
2021-06-06 14:06:25,321 - DEBUG - [MainThread] UM.Logger.logException [116]: Traceback (most recent call last):
2021-06-06 14:06:25,323 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "C:\Users\ultimaker\AppData\Local\Temp\cura-build-4.9-exe\build\inst\lib\python3.8\site-packages\UM\Settings\SettingFunction.py", line 106, in __call__
2021-06-06 14:06:25,325 - DEBUG - [MainThread] UM.Logger.logException [116]:   File "<UM.Settings.SettingFunction (0x137102154c0) =15 if support_enable else 0 if support_tree_enable else 15 >", line 1, in <module>
2021-06-06 14:06:25,326 - DEBUG - [MainThread] UM.Logger.logException [116]: NameError: name 'support_tree_enable' is not defined
2021-06-06 14:06:25,381 - INFO - [MainThread] cura.Machines.MachineErrorChecker._setResult [214]: Error check finished, result = False, time = 1.6s
2021-06-06 14:06:25,435 - WARNING - [MainThread] UM.Qt.QtApplication.__onQmlWarning [411]: file:///C:/Program Files/Ultimaker Cura 4.9.1/resources/qml/PrintSetupSelector/Custom/QualitiesWithIntentMenu.qml:168:25: QML Binding: Not restoring previous value because restoreMode has not been set.
This behavior is deprecated.
You have to import QtQml 2.15 after any QtQuick imports and set
the restoreMode of the binding to fix this warning.
In Qt < 6.0 the default is Binding.RestoreBinding.
In Qt >= 6.0 the default is Binding.RestoreBindingOrValue.

2021-06-06 14:06:26,500 - DEBUG - [MainThread] UM.Controller.setActiveStage [180]: Setting active stage to PrepareStage
2021-06-06 14:06:26,501 - DEBUG - [MainThread] UM.Controller.setActiveView [108]: Setting active view to SolidView
2021-06-06 14:06:26,522 - DEBUG - [MainThread] cura.Machines.Models.NozzleModel._update [28]: Updating NozzleModel.
2021-06-06 14:06:26,655 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\transparent_object.shader]...
2021-06-06 14:06:26,658 - WARNING - [MainThread] UM.View.RenderBatch.addItem [165]: Tried to add an item to batch without mesh
2021-06-06 14:06:29,906 - WARNING - [MainThread] UM.View.RenderBatch.addItem [165]: Tried to add an item to batch without mesh
2021-06-06 14:06:33,130 - INFO - [MainThread] UM.Controller.deleteAllNodesWithMeshData [468]: Clearing scene
2021-06-06 14:06:33,133 - INFO - [MainThread] cura.CuraApplication._removeNodesWithLayerData [2026]: Clearing scene
2021-06-06 14:06:33,135 - DEBUG - [MainThread] UM.Operations.OperationStack.push [72]: GroupedOp.(#=1) <UM.Operations.RemoveSceneNodeOperation.RemoveSceneNodeOperation object at 0x0000013711431B50>, took 0ms
2021-06-06 14:06:33,209 - WARNING - [MainThread] cura.UI.PrintInformation.setBaseName [366]: Unsupported Mime Type Database file extension 
2021-06-06 14:06:33,215 - WARNING - [MainThread] UM.View.RenderBatch.addItem [165]: Tried to add an item to batch without mesh
2021-06-06 14:06:33,381 - DEBUG - [MainThread] cura.Machines.MachineErrorChecker._rescheduleCheck [155]: New error check scheduled.
2021-06-06 14:06:33,387 - INFO - [MainThread] cura.Machines.MachineErrorChecker._setResult [214]: Error check finished, result = False, time = 0.0s
2021-06-06 14:06:33,414 - DEBUG - [MainThread] UM.Mesh.MeshData.calculateNormalsFromIndexedVertices [581]: Calculating normals took 0.0049953460693359375 seconds
2021-06-06 14:06:33,916 - WARNING - [MainThread] cura.UI.PrintInformation.setBaseName [366]: Unsupported Mime Type Database file extension 
2021-06-06 14:06:36,540 - INFO - [MainThread] cura.CuraApplication.readLocalFile [1759]: Attempting to read file file:///C:/Users/nicho/Desktop/Scale.stl
2021-06-06 14:06:36,541 - INFO - [JobQueWorker [4]] STLReader.STLReader.load_file [53]: Using NumPy-STL to load STL data.
2021-06-06 14:06:36,544 - DEBUG - [JobQueWorker [4]] UM.Mesh.MeshData.calculateNormalsFromVertices [556]: Calculating normals took 0.0 seconds
2021-06-06 14:06:36,545 - DEBUG - [JobQueWorker [4]] STLReader.STLReader._read [105]: Loaded a mesh with 13320 vertices
2021-06-06 14:06:36,556 - DEBUG - [JobQueWorker [4]] UM.Mesh.MeshData.approximateConvexHull [505]: approximateConvexHull(target_count=1024) Calculating 3D convex hull took 0.008999109268188477 seconds. 680 input vertices. 680 output vertices.
2021-06-06 14:06:36,561 - DEBUG - [JobQueWorker [4]] UM.FileHandler.ReadFileJob.run [75]: Loading file took 0.0 seconds
2021-06-06 14:06:36,572 - DEBUG - [JobQueWorker [4]] UM.Mesh.MeshData.approximateConvexHull [505]: approximateConvexHull(target_count=1024) Calculating 3D convex hull took 0.00899958610534668 seconds. 680 input vertices. 680 output vertices.
2021-06-06 14:06:36,602 - DEBUG - [MainThread] UM.Operations.OperationStack.push [72]: <UM.Operations.AddSceneNodeOperation.AddSceneNodeOperation object at 0x00000137156FB4C0>, took 13ms
2021-06-06 14:06:36,661 - DEBUG - [MainThread] UM.Operations.OperationStack.push [72]: GroupedOp.(#=2) RotateOp.(node=<CuraSceneNode object: 'Scale.stl'>,rot.=Q<0.0,0.0,0.0,w=4.0>) TranslateOp.(node=<CuraSceneNode object: 'Scale.stl'>,trans.=<0.0,0.0,0.0>), took 1ms
2021-06-06 14:06:36,666 - WARNING - [MainThread] UM.Qt.QtApplication.__onQmlWarning [411]: file:///C:/Program Files/Ultimaker Cura 4.9.1/qml/UM/MessageStack.qml:75: TypeError: Cannot read property 'horizontalCenter' of null
2021-06-06 14:06:36,892 - DEBUG - [MainThread] UM.Mesh.MeshData.calculateNormalsFromIndexedVertices [581]: Calculating normals took 0.010964155197143555 seconds
2021-06-06 14:06:37,105 - DEBUG - [MainThread] UM.Mesh.MeshData.calculateNormalsFromIndexedVertices [581]: Calculating normals took 0.006001710891723633 seconds
2021-06-06 14:06:38,991 - WARNING - [MainThread] UM.Qt.QtApplication.__onQmlWarning [411]: file:///C:/Program Files/Ultimaker Cura 4.9.1/qml/UM/MessageStack.qml:75: TypeError: Cannot read property 'horizontalCenter' of null
2021-06-06 14:06:44,296 - INFO - [MainThread] cura.Settings.IntentManager.selectIntent [155]: Attempting to set intent_category to [default] and quality type to [normal]
2021-06-06 14:06:44,301 - DEBUG - [MainThread] cura.Settings.MachineManager._updateIntentWithQuality [1284]: Updating intent due to quality change
2021-06-06 14:06:44,616 - DEBUG - [MainThread] cura.Machines.MachineErrorChecker._rescheduleCheck [155]: New error check scheduled.
2021-06-06 14:06:45,099 - DEBUG - [MainThread] cura.Machines.Models.QualityProfilesDropDownMenuModel._update [62]: Updating QualityProfilesDropDownMenuModel.
2021-06-06 14:06:45,104 - DEBUG - [MainThread] cura.Machines.Models.CustomQualityProfilesDropDownMenuModel._update [33]: Updating CustomQualityProfilesDropDownMenuModel.
2021-06-06 14:06:45,239 - DEBUG - [MainThread] cura.Machines.Models.QualityProfilesDropDownMenuModel._update [62]: Updating QualityProfilesDropDownMenuModel.
2021-06-06 14:06:45,245 - DEBUG - [MainThread] cura.Machines.Models.CustomQualityProfilesDropDownMenuModel._update [33]: Updating CustomQualityProfilesDropDownMenuModel.
2021-06-06 14:06:45,259 - DEBUG - [MainThread] UM.Mesh.MeshData.calculateNormalsFromIndexedVertices [581]: Calculating normals took 0.0029993057250976562 seconds
2021-06-06 14:06:45,452 - INFO - [MainThread] CuraEngineBackend.CuraEngineBackend._createSnapshot [256]: Creating thumbnail image (just before slice)...
2021-06-06 14:06:45,455 - DEBUG - [MainThread] UM.Scene.Camera._preferencesChanged [255]: Changing perspective mode to perspective.
2021-06-06 14:06:45,458 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\overhang.shader]...
2021-06-06 14:06:45,461 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\transparent_object.shader]...
2021-06-06 14:06:45,463 - DEBUG - [MainThread] UM.View.GL.ShaderProgram.load [58]: Loading shader file [C:\Program Files\Ultimaker Cura 4.9.1\resources\shaders\striped.shader]...
2021-06-06 14:06:45,574 - INFO - [MainThread] CuraEngineBackend.CuraEngineBackend.slice [271]: Starting to slice...
2021-06-06 14:06:45,575 - DEBUG - [MainThread] CuraEngineBackend.CuraEngineBackend.slice [290]: Going to slice build plate [0]!
2021-06-06 14:06:45,782 - INFO - [MainThread] cura.Machines.MachineErrorChecker._setResult [214]: Error check finished, result = False, time = 1.2s
2021-06-06 14:06:45,915 - DEBUG - [MainThread] CuraEngineBackend.CuraEngineBackend._onStartSliceCompleted [483]: Sending slice message took 0.33988165855407715 seconds
2021-06-06 14:06:45,950 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] [WARNING]  -s initial_extruder_nr="0" -s day="Sun" -s time="14:06:45" -s print_bed_temperature="40" -s support_roof_height="1" -s center_object="False" -s minimum_support_area="0.0" -s wireframe_nozzle_clearance="1" -s support_brim_enable="False" -s material_initial_print_temperature="200" -s machine_depth="110" -s support_type="everywhere" -s wireframe_fall_down="0.5" -s machine_steps_per_mm_e="1600" -s hole_xy_offset="0" -s infill_offset_y="0" -s support_offset="0" -s acceleration_wall_x="3000" -s support_xy_overrides_z="z_overrides_xy" -s wall_0_extruder_nr="-1" -s infill_overlap="10" -s optimize_wall_printing_order="False" -s material_bed_temperature_layer_0="45" -s machine_show_variants="False" -s wireframe_top_jump="0.6" -s machine_nozzle_size="0.4" -s raft_interface_jerk="20" -s acceleration_support="3000" -s wireframe_roof_fall_down="2" -s support_roof_offset="0.0" -s material_surface_energy="100" -s mold_roof_height="0.5" -s speed_roofing="30.0" -s wireframe_straight_before_down="20" -s speed_travel="120" -s support_join_distance="2.0" -s top_bottom_thickness="0.8" -s bridge_skin_speed_3="15.0" -s raft_surface_speed="30.0" -s retraction_retract_speed="50" -s machine_max_jerk_z="20" -s multiple_mesh_overlap="0.15" -s acceleration_prime_tower="3000" -s machine_max_jerk_e="5" -s jerk_print_layer_0="20" -s draft_shield_dist="10" -s support_enable="False" -s z_seam_relative="False" -s material_end_of_filament_purge_speed="0.5" -s support_bottom_line_width="0.35" -s support_tree_branch_distance="1" -s raft_interface_fan_speed="0" -s retraction_combing="all" -s brim_replaces_support="True" -s speed_print="60" -s prime_tower_min_volume="6" -s machine_max_jerk_xy="20" -s machine_max_feedrate_x="150" -s layer_height="0.14" -s speed_wall="30.0" -s coasting_speed="90" -s layer_start_x="0.0" -s connect_infill_polygons="False" -s smooth_spiralized_contours="True" -s line_width="0.35" -s skin_material_flow="100" -s wireframe_roof_inset="3" -s infill_before_walls="True" -s minimum_interface_area="1.0" -s platform_adhesion="0" -s coasting_min_volume="0.8" -s magic_mesh_surface_mode="normal" -s support_skip_zag_per_mm="20" -s support_extruder_nr_layer_0="0" -s outer_inset_first="False" -s travel_compensate_overlapping_walls_x_enabled="True" -s prime_tower_size="20" -s support_interface_offset="0.0" -s top_skin_preshrink="0.7" -s mold_angle="40" -s coasting_volume="0.064" -s wall_x_extruder_nr="-1" -s machine_nozzle_head_distance="3" -s adaptive_layer_height_variation_step="0.01" -s material_anti_ooze_retraction_speed="5" -s material_extrusion_cool_down_speed="0.7" -s machine_gcode_flavor="RepRap (Marlin/Sprinter)" -s infill_pattern="grid" -s support_supported_skin_fan_speed="100" -s skin_no_small_gaps_heuristic="False" -s wall_line_width_x="0.35" -s small_feature_speed_factor_0="50" -s machine_endstop_positive_direction_x="False" -s machine_use_extruder_offset_to_offset_coords="True" -s cool_fan_speed_min="100.0" -s travel_avoid_distance="0.625" -s material_print_temperature_layer_0="215" -s material_flow_layer_0="100" -s min_infill_area="0" -s machine_buildplate_type="glass" -s wall_thickness="0.8" -s brim_line_count="23" -s skin_edge_support_thickness="0" -s support_interface_skip_height="0.3" -s gantry_height="120" -s retraction_min_travel="0.7" -s jerk_layer_0="20" -s clean_between_layers="False" -s skirt_brim_material_flow="100" -s machine_height="120" -s skirt_gap="3" -s support_zag_skip_count="9" -s bridge_skin_density="100" -s wall_extruder_nr="-1" -s machine_head_with_fans_polygon="[[-20, 10], [10, 10], [10, -10], [-20, -10]]" -s cooling="0" -s speed_support_roof="40.0" -s material_print_temperature="210" -s conical_overhang_angle="50" -s support_bottom_offset="0.0" -s cool_min_layer_time_fan_speed_max="10" -s z_seam_x="0.0" -s z_seam_y="55.0" -s z_seam_position="back" -s speed="0" -s speed_infill="60" -s build_volume_temperature="0" -s switch_extruder_retraction_speed="20" -s bottom_skin_expand_distance="0.7" -s wipe_hop_speed="10" -s infill_line_width="0.35" -s support_interface_extruder_nr="0" -s jerk_enabled="False" -s wall_min_flow="0" -s machine_steps_per_mm_z="50" -s prime_tower_position_y="78.65" -s resolution="0" -s support_tree_collision_resolution="0.175" -s support_bottom_distance="0.1" -s acceleration_wall="3000" -s infill_wall_line_count="0" -s ooze_shield_enabled="False" -s machine_center_is_zero="True" -s bridge_fan_speed="100" -s retraction_hop_after_extruder_switch_height="1" -s acceleration_print_layer_0="3000" -s limit_support_retractions="True" -s ironing_enabled="False" -s acceleration_support_roof="3000" -s gradual_support_infill_steps="0" -s support_bottom_material_flow="100" -s jerk_travel_layer_0="30.0" -s filter_out_tiny_gaps="True" -s switch_extruder_retraction_amount="16" -s cross_support_density_image="" -s acceleration_wall_0="3000" -s small_feature_speed_factor="50" -s prime_blob_enable="False" -s minimum_polygon_circumference="1.0" -s support_roof_material_flow="100" -s prime_tower_flow="100" -s top_bottom_extruder_nr="-1" -s anti_overhang_mesh="False" -s jerk_topbottom="20" -s speed_support_bottom="40.0" -s remove_empty_first_layers="True" -s raft_surface_line_width="0.35" -s mold_enabled="False" -s wipe_repeat_count="5" -s bridge_fan_speed_3="0" -s support_skip_some_zags="False" -s mesh_position_z="0" -s speed_prime_tower="60" -s support_meshes_present="False" -s prime_tower_position_x="100.65" -s raft_surface_thickness="0.14" -s material_break_preparation_retracted_position="-16" -s machine_name="Unknown" -s initial_layer_line_width_factor="100.0" -s wireframe_top_delay="0" -s skin_edge_support_layers="0" -s support="0" -s material_break_speed="25" -s mold_width="5" -s machine_endstop_positive_direction_z="True" -s material_break_temperature="50" -s draft_shield_enabled="False" -s adaptive_layer_height_enabled="False" -s retraction_hop_only_when_collides="False" -s support_roof_density="100" -s material_standby_temperature="150" -s experimental="0" -s support_mesh="False" -s travel_compensate_overlapping_walls_0_enabled="True" -s initial_bottom_layers="6" -s cool_fan_full_at_height="0.21" -s machine_firmware_retract="False" -s infill_support_angle="40" -s acceleration_layer_0="3000" -s skin_overlap="5" -s top_layers="6" -s material_guid="" -s raft_margin="15" -s infill_mesh="False" -s jerk_skirt_brim="20" -s cool_lift_head="False" -s minimum_bottom_area="1.0" -s meshfix_keep_open_polygons="False" -s machine_heated_build_volume="False" -s ironing_pattern="zigzag" -s jerk_support="20" -s raft_smoothing="5" -s material_flow_dependent_temperature="False" -s machine_max_acceleration_e="10000" -s machine_start_gcode=";MPMD Basic Calibration Tutorial:
2021-06-06 14:06:45,952 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ; https://www.thingiverse.com/thing:3892011
2021-06-06 14:06:45,953 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ;
2021-06-06 14:06:45,955 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ; If you want to put calibration values in your
2021-06-06 14:06:45,956 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ; Start Gcode, put them here.
2021-06-06 14:06:45,958 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ;
2021-06-06 14:06:45,959 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ;If on stock firmware, at minimum, consider adding
2021-06-06 14:06:45,961 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ;M665 R here since there is a firmware bug.
2021-06-06 14:06:45,963 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ;
2021-06-06 14:06:45,964 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ; Calibration part ends here
2021-06-06 14:06:45,966 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] ;
2021-06-06 14:06:45,967 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G90 ; switch to absolute positioning
2021-06-06 14:06:45,969 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G92 E0 ; reset extrusion distance
2021-06-06 14:06:45,970 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G1 E20 F200 ; purge 20mm of filament to prime nozzle.
2021-06-06 14:06:45,972 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G92 E0 ; reset extrusion distance
2021-06-06 14:06:45,973 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G4 S5 ; Pause for 5 seconds to allow time for removing extruded filament
2021-06-06 14:06:45,975 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G28 ; start from home position
2021-06-06 14:06:45,976 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G1 E-6 F900 ; retract 6mm of filament before starting the bed leveling process
2021-06-06 14:06:45,978 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G92 E0 ; reset extrusion distance
2021-06-06 14:06:45,979 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G4 S5 ; pause for 5 seconds to allow time for removing extruded filament
2021-06-06 14:06:45,981 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G29 P2 Z0.28 ; Auto-level ; ADJUST Z higher or lower to set first layer height. Start with 0.02 adjustments.
2021-06-06 14:06:45,983 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G1 Z30 ; raise Z 30mm to prepare for priming the nozzle
2021-06-06 14:06:45,984 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G1 E5 F200 ; extrude 5mm of filament to help prime the nozzle just prior to the start of the print
2021-06-06 14:06:45,986 - DEBUG - [EngineErrorThread] UM.Backend.Backend._backendLog [110]: [Backend] G92 E0 ; reset extrusion distance
